	business_id	name	address	city	state	postal_code	latitude	longitude	stars	review_count	is_open	attributes	categories	hours	rid	score	distance	travel_distance	travel_time	score_rank	travel_time_rank	combined_rank
35492	ewGeqOJShmU9B3Wph0ckKQ	Taco Maker Mexican Grill	9924 Universal Blvd, Ste 204	Orlando	FL	32819	28.4273435	-81.4446364	3.5	42	0	"{'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'BikeParking': 'True', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True'}"	Restaurants, Mexican, Food, Latin American, Breakfast & Brunch, Tacos, Desserts, Fast Food, Salad	{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '12:0-19:0', 'Sunday': '12:0-19:0'}	1178	0.05317492964168125	5.058129806532545	6.8	18	5.0	5.5	10.5
42379	AFjTPvLlpcoPWsTtK7Im2A	Kathi Rolls	4205 Curry Ford Rd	Orlando	FL	32806	28.524692	-81.332293	4.5	99	1	"{'BYOB': 'False', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'HappyHour': 'False', 'RestaurantsReservations': 'False', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '1', 'DogsAllowed': 'False', 'RestaurantsTableService': 'False', 'Corkage': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'False', 'Alcohol': ""u'none'"", 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'False', 'OutdoorSeating': 'None', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'RestaurantsDelivery': 'True'}"	Food, Halal, Wraps, Pizza, Indian, Juice Bars & Smoothies, Restaurants, Vegetarian	{'Tuesday': '12:30-19:30', 'Wednesday': '12:30-19:30', 'Thursday': '12:30-19:30', 'Friday': '12:30-21:30', 'Saturday': '12:30-21:30'}	21838	0.0576302836016232	11.280752287886235	16.5	25	2.0	12.5	14.5
7712	ZZV3d2MxJzTPFHFCKv7Uag	168 Chinese	7721 Turkey Lake Rd	Orlando	FL	32819	28.4536394	-81.4775043	3.5	10	0	{'GoodForKids': 'False', 'OutdoorSeating': 'False'}	Chinese, Restaurants		4235	0.048422175872801156	2.36538718659993	3.7	12	12.0	3.0	15.0
44978	RsNkHxsjhu-zmdJxrWfNRg	ShouFi MahFi Mediterranean Grill	8379 South John Young Pkwy	Orlando	FL	32819	28.4442379	-81.4259077	5.0	159	1	"{'RestaurantsTableService': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'HappyHour': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'Caters': 'True', 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'DogsAllowed': 'False', 'Corkage': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'BYOB': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'False'}"	Mediterranean, Restaurants, Middle Eastern, Wraps	{'Monday': '11:0-18:0', 'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-15:0'}	22548	0.04949143238134342	5.442323175647597	7.3	19	10.0	7.5	17.5
20091	GoPpSNXPojXZffKY3cQPXg	The Mexican Camel	5752 International Dr	Orlando	FL	32819	28.461396	-81.458011	4.5	341	1	"{'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': None, 'casual': True}"", 'GoodForKids': 'True', 'HappyHour': 'False', 'WiFi': ""u'free'"", 'RestaurantsTableService': 'False', 'BYOB': 'False', 'BikeParking': 'True', 'DriveThru': 'False', 'Caters': 'True', 'OutdoorSeating': 'True', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'Corkage': 'False', 'BusinessParking': ""{'garage': None, 'street': True, 'validated': None, 'lot': True, 'valet': False}"", 'Alcohol': ""u'none'"", 'GoodForMeal': ""{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}""}"	Mediterranean, Halal, Vegan, Mexican, Restaurants	{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}	33579	0.047335685146293764	3.2060534733978203	5.6	14	16.0	4.0	20.0
47996	XDJj6UDRMl-rIormcjX8jA	JJ's Fresh From Scratch	2950 Curry Ford Rd	Orlando	FL	32806	28.5235221468	-81.3451825437	4.5	376	1	"{'Alcohol': ""u'beer_and_wine'"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""'free'"", 'DogsAllowed': 'True', 'BikeParking': 'True', 'RestaurantsTableService': 'False', 'RestaurantsReservations': 'False', 'HasTV': 'False', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True', 'HappyHour': 'False', 'RestaurantsTakeOut': 'True', 'DriveThru': 'False', 'NoiseLevel': ""'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'OutdoorSeating': 'None'}"	Mediterranean, Venezuelan, Mexican, Lebanese, American (New), Restaurants, Middle Eastern, Latin American	{'Monday': '0:0-0:0', 'Tuesday': '11:0-18:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-20:0'}	28137	0.05156944377287871	10.511363069746295	15.6	25	8.0	12.5	20.5
46531	KUIzoCxy1Ph7a3bUz19LqQ	Tomatoes Mediterranean Taste	4848 S Apopka Vineland Rd, Ste 208	Orlando	FL	32819	28.4913328	-81.5103286	4.5	14	1	"{'RestaurantsReservations': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'HasTV': 'True', 'BYOB': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'Corkage': 'False', 'HappyHour': 'False', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'none'"", 'BikeParking': 'False', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True'}"	Halal, Mediterranean, Restaurants, Middle Eastern, Greek	{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}	6774	0.04662733355447107	1.1872518751636962	2.4	8	20.0	1.0	21.0
10077	xN0aHC1-tktqy54jS1OeVA	Tu Casa Restaurant	9251 S Orange Blossom Trl	Orlando	FL	32837	28.427921	-81.404156	4.5	293	1	"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'WiFi': ""'no'"", 'RestaurantsReservations': 'False', 'BYOB': 'False', 'HasTV': 'False', 'RestaurantsTableService': 'False', 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'True', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'HappyHour': 'False', 'RestaurantsDelivery': 'True', 'Corkage': 'False'}"	Mexican, Restaurants, Caribbean, Latin American	{'Monday': '0:0-0:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0'}	40199	0.04805890396393005	7.113816518775437	10.5	19	14.0	7.5	21.5
11743	ZrQ1UB8GEQde1eHJJuz8Ug	China Tea	9924 Universal Blvd, Ste 208	Orlando	FL	32819	28.4279079	-81.4442254	4.5	351	1	"{'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'BikeParking': 'False', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsTableService': 'True', 'Alcohol': ""'beer_and_wine'"", 'WiFi': ""'no'"", 'HappyHour': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'False', 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BYOB': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False'}"	Restaurants, Chinese, Vietnamese, Thai, Soup, Bubble Tea, Food	{'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '12:0-20:0', 'Saturday': '14:0-21:0', 'Sunday': '14:0-20:30'}	24602	0.047053558235090234	5.0528363037042805	6.8	18	18.0	5.5	23.5
33710	Ks4gxAR6InOPDsfjXi9X4A	Bobbie’s Roti Hut	16215 State Rd 50, Ste 101	Clermont	FL	34711	28.547037	-81.687119	4.5	20	1	"{'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': None, 'street': None, 'validated': None, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}"	Caribbean, Food Trucks, Food, Restaurants		20319	0.05261546339696777	11.958526489665683	18.4	27	6.0	17.5	23.5
