	business_id	name	address	city	state	postal_code	latitude	longitude	stars	review_count	is_open	attributes	categories	hours	rid	score	distance	travel_distance	travel_time	score_rank	travel_time_rank	combined_rank
26810	odk7Qmifs1B2b_fVf4z1qQ	Thai Thani	11025 International Dr	Orlando	FL	32821	28.4057602926	-81.4553435894	4.0	811	1	"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'HappyHour': 'False', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'HasTV': 'False', 'OutdoorSeating': 'True'}"	Thai, Noodles, Soup, Restaurants	{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-23:0'}	42387	0.019137983561402377	5.720396063737738	7.9	18	3.0	2.5	5.5
50761	ngmLL5Y5OT-bYHKU0kKrYA	Zora Grille	1370 E Altamonte Dr	Altamonte Springs	FL	32701	28.6630471	-81.3467284	4.5	82	0	"{'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'DogsAllowed': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'free'"", 'NoiseLevel': ""'average'"", 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'False'}"	Restaurants, Middle Eastern, Mediterranean, Persian/Iranian, Salad	{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '11:30-21:0', 'Sunday': '12:0-19:30'}	48008	0.01816087936127391	16.314268618393903	7.9	18	4.0	2.5	6.5
40549	UVwHN6jxwIMGqjw-MfEuxA	La Granja	2809 W Vine St	Kissimmee	FL	34741	28.3048379327	-81.4321530238	4.0	41	1	"{'BikeParking': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}"	Desserts, Seafood, Latin American, Restaurants, Food		885	0.019363299230771167	12.556625351154853	8.3	20	2.0	5.0	7.0
2643	P_Cmij3L7OcDLVLaBTqx0w	New General	155 E New England Ave	Winter Park	FL	32789	28.5962044	-81.350016	4.5	70	1	"{'DogsAllowed': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'WiFi': ""'free'"", 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'""}"	Coffee & Tea, Health Markets, Food, Men's Clothing, Women's Clothing, Specialty Food, Cafes, Restaurants, Fashion, Vegan, Breakfast & Brunch, Shopping	{'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-12:0', 'Friday': '8:0-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:30-15:0'}	50490	0.017658218798474925	12.796422672256993	7.9	18	7.0	2.5	9.5
24468	hwqH2wGy_FnCcRHtQ-quPw	Rana's Tikka House	1155 W State Rd 434	Longwood	FL	32750	28.6988296	-81.3651192	4.5	6	0		Restaurants, Pakistani, Halal, Indian	{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}	5924	0.021503355661385185	17.763611316656785	25.1	32	1.0	9.5	10.5
23964	UWqZuO_jgXUc2eMp6lgn6w	PB&G	10100 Dream Tree Blvd	Orlando	FL	32836	28.4020068	-81.5456808	4.5	16	1	"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'free'"", 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'HappyHour': 'False', 'RestaurantsReservations': 'True', 'GoodForDancing': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'False'}"	Restaurants, Barbeque, Bars, American (New), Nightlife	{'Monday': '11:0-18:0', 'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-18:0', 'Sunday': '11:0-18:0'}	20700	0.017972411575776896	5.455067582680057	10.8	23	5.0	7.0	12.0
34108	M3nfMtRJ49B8v3g8w9GM6w	Atlas House Uzbek Restaurant	11901 International Dr	Orlando	FL	32821	28.3906602168	-81.4676244907	4.5	51	0	"{'Caters': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'quiet'"", 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True'}"	Middle Eastern, Uzbek, Restaurants, Mediterranean, Turkish	{'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-22:0'}	18374	0.017444378006693052	6.269404810409024	7.9	18	10.0	2.5	12.5
20998	SxB1at3Dq01G7ckmfSA0gw	W XYZ Bar	500 S Orange Ave, Aloft Orlando Downtown	Orlando	FL	32801	28.5366666834	-81.37889872	4.0	23	1	"{'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'False', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'HappyHour': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'HasTV': 'True', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'RestaurantsDelivery': 'False'}"	Tapas/Small Plates, Nightlife, Restaurants, Lounges, Bars, Cocktail Bars, Venues & Event Spaces, Event Planning & Services	{'Monday': '16:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-0:0', 'Saturday': '16:0-0:0', 'Sunday': '16:0-0:0'}	10984	0.017591791338315534	8.992198506548684	12.9	22	8.0	6.0	14.0
7761	yJff3Y9l0GTxjisgnJwg5w	The Wildflower	4947 New Broad St	Orlando	FL	32814	28.568731	-81.326233	4.0	9	1	"{'HasTV': 'True', 'BYOB': 'False', 'OutdoorSeating': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'Smoking': ""u'outdoor'"", 'Corkage': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'WheelchairAccessible': 'True', 'CoatCheck': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'""}"	Gastropubs, Restaurants, Cafes, Nightlife, Cocktail Bars, Bars	{'Tuesday': '17:0-1:0', 'Wednesday': '17:0-1:0', 'Thursday': '17:0-1:0', 'Friday': '17:0-2:0', 'Saturday': '17:0-2:0'}	21695	0.01791474599573193	12.866988794316946	17.5	32	6.0	9.5	15.5
39453	wpm_IUt_AoZOXdUvPdS1Ew	Hungry Pants	3421 S Orange Ave	Orlando	FL	32806	28.5058152	-81.3758795	5.0	214	1	"{'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False'}"	Comfort Food, Wraps, Vegetarian, Sandwiches, Restaurants, Salad, Burgers	{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-14:0', 'Friday': '11:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-20:0'}	6849	0.017549483789276774	8.368617968501075	12.6	24	9.0	8.0	17.0
