	business_id	name	address	city	state	postal_code	latitude	longitude	stars	review_count	is_open	attributes	categories	hours	rid	score	distance	travel_distance	travel_time	score_rank	travel_time_rank	combined_rank
35492	ewGeqOJShmU9B3Wph0ckKQ	Taco Maker Mexican Grill	9924 Universal Blvd, Ste 204	Orlando	FL	32819	28.4273435	-81.4446364	3.5	42	0	"{'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'BikeParking': 'True', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True'}"	Restaurants, Mexican, Food, Latin American, Breakfast & Brunch, Tacos, Desserts, Fast Food, Salad	{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '12:0-19:0', 'Sunday': '12:0-19:0'}	1178	0.04359479047291706	5.058129806532545	6.8	18	5.0	1.0	6.0
42379	AFjTPvLlpcoPWsTtK7Im2A	Kathi Rolls	4205 Curry Ford Rd	Orlando	FL	32806	28.524692	-81.332293	4.5	99	1	"{'BYOB': 'False', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'HappyHour': 'False', 'RestaurantsReservations': 'False', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '1', 'DogsAllowed': 'False', 'RestaurantsTableService': 'False', 'Corkage': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'False', 'Alcohol': ""u'none'"", 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'False', 'OutdoorSeating': 'None', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'RestaurantsDelivery': 'True'}"	Food, Halal, Wraps, Pizza, Indian, Juice Bars & Smoothies, Restaurants, Vegetarian	{'Tuesday': '12:30-19:30', 'Wednesday': '12:30-19:30', 'Thursday': '12:30-19:30', 'Friday': '12:30-21:30', 'Saturday': '12:30-21:30'}	21838	0.043973203499330885	11.280752287886235	16.5	25	4.0	3.0	7.0
24468	hwqH2wGy_FnCcRHtQ-quPw	Rana's Tikka House	1155 W State Rd 434	Longwood	FL	32750	28.6988296	-81.3651192	4.5	6	0		Restaurants, Pakistani, Halal, Indian	{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}	5924	0.0560938696810245	17.763611316656785	25.1	32	1.0	7.0	8.0
10077	xN0aHC1-tktqy54jS1OeVA	Tu Casa Restaurant	9251 S Orange Blossom Trl	Orlando	FL	32837	28.427921	-81.404156	4.5	293	1	"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'WiFi': ""'no'"", 'RestaurantsReservations': 'False', 'BYOB': 'False', 'HasTV': 'False', 'RestaurantsTableService': 'False', 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'True', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'HappyHour': 'False', 'RestaurantsDelivery': 'True', 'Corkage': 'False'}"	Mexican, Restaurants, Caribbean, Latin American	{'Monday': '0:0-0:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0'}	40199	0.043445372973785513	7.113816518775437	10.5	19	6.0	2.0	8.0
8862	KVReSFb2dwgjnSkl1Kn2vQ	kreyol kafe & Bakery	12014 E Colonial Dr, Ste 120	Orlando	FL	32826	28.5658447468	-81.2039604038	4.5	54	1	"{'BikeParking': 'True', 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'quiet'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'HappyHour': 'False', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True'}"	Caribbean, Food, Bakeries, Restaurants, Haitian	{'Monday': '11:0-18:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-18:0'}	40657	0.04429675351502984	19.580072983126794	24.8	33	3.0	8.5	11.5
40549	UVwHN6jxwIMGqjw-MfEuxA	La Granja	2809 W Vine St	Kissimmee	FL	34741	28.3048379327	-81.4321530238	4.0	41	1	"{'BikeParking': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}"	Desserts, Seafood, Latin American, Restaurants, Food		885	0.04771167450588072	12.556625351154853	15.0	34	2.0	10.0	12.0
12403	LL6l5YHvRZ_UJaFo1JxmJQ	Mi Parrillita	8557 W Irlo Bronson Memorial Hwy	Kissimmee	FL	34747	28.3476648	-81.6315006	5.0	31	0	"{'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WheelchairAccessible': 'False', 'DriveThru': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""'no'"", 'DogsAllowed': 'True', 'RestaurantsTableService': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'Alcohol': ""'none'"", 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True'}"	Fast Food, Peruvian, Food, Burgers, Food Trucks, Restaurants	{'Monday': '0:0-0:0', 'Tuesday': '18:0-1:0', 'Wednesday': '18:0-1:0', 'Thursday': '18:0-1:0', 'Friday': '18:0-2:0', 'Saturday': '18:0-2:0', 'Sunday': '17:30-1:0'}	1759	0.043417101858502526	11.48024550899011	16.6	28	7.0	5.0	12.0
50598	vEK16RsDLiMJrw9MXH5K-Q	China Bell Asian Restaurant	4382 W Vine St	Kissimmee	FL	34746	28.3028166	-81.4564689	4.0	57	1	"{'BikeParking': 'True', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'quiet'"", 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'WiFi': ""'no'"", 'HasTV': 'True'}"	Restaurants, Chinese		2835	0.042742273483881106	12.219873825725633	13.4	29	8.0	6.0	14.0
39944	vIBjw1DCb3zA6d6aMzHrpA	Athena's Grill	587 S Chickasaw Trl	Orlando	FL	32825	28.5361181	-81.2753494	4.0	79	0	"{'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'quiet'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True'}"	Greek, Restaurants, Armenian	{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '8:0-19:30', 'Sunday': '8:0-16:0'}	29933	0.041833266380262545	14.82142456417515	19.4	27	10.0	4.0	14.0
50761	ngmLL5Y5OT-bYHKU0kKrYA	Zora Grille	1370 E Altamonte Dr	Altamonte Springs	FL	32701	28.6630471	-81.3467284	4.5	82	0	"{'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'DogsAllowed': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'free'"", 'NoiseLevel': ""'average'"", 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'False'}"	Restaurants, Middle Eastern, Mediterranean, Persian/Iranian, Salad	{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '11:30-21:0', 'Sunday': '12:0-19:30'}	48008	0.042325932169757545	16.314268618393903	24.0	33	9.0	8.5	17.5
